State,County,City,Neighborhood,Link
CA,Santa Clara,Morgan Hill,Barrett,https://nextdoor.com/neighborhood/barrettca--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Borello Ranch,https://nextdoor.com/neighborhood/borelloranch--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Butterfield Station,https://nextdoor.com/neighborhood/butterfieldstation--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Capriano,https://nextdoor.com/neighborhood/capriano--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Carriage Dr,https://nextdoor.com/neighborhood/carriagedrca--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Coyote Creek,https://nextdoor.com/neighborhood/coyote-creek--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,El Toro,https://nextdoor.com/neighborhood/eltoro--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Holiday Lake,https://nextdoor.com/neighborhood/holidaylake--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Jackson Meadows,https://nextdoor.com/neighborhood/jackson-meadows--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Jackson Oaks,https://nextdoor.com/neighborhood/jacksonoaksca--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Llagas,https://nextdoor.com/neighborhood/llagas--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Mirasol,https://nextdoor.com/neighborhood/mirasolmh--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Morgan Hill,https://nextdoor.com/neighborhood/morganhillmorganhill--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Nordstrom,https://nextdoor.com/neighborhood/nordstromca--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Paradise,https://nextdoor.com/neighborhood/paradise--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Sherimar Ranch,https://nextdoor.com/neighborhood/sherimarranch--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,South Coyote Valley,https://nextdoor.com/neighborhood/southcoyotevalley--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Spring,https://nextdoor.com/neighborhood/spring--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Stonegate,https://nextdoor.com/neighborhood/stonegatemorganhill--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Sycamore Drive,https://nextdoor.com/neighborhood/sycamoredrive--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Uvas Road,https://nextdoor.com/neighborhood/uvasrd--morgan-hill--ca/
CA,Santa Clara,Morgan Hill,Woodland Acres,https://nextdoor.com/neighborhood/woodlandacres--morgan-hill--ca/
CA,Santa Clara,Campbell,Apricot Avenue,https://nextdoor.com/neighborhood/apricotavenue--campbell--ca/
CA,Santa Clara,Campbell,Avalon,https://nextdoor.com/neighborhood/avaloncampbell--campbell--ca/
CA,Santa Clara,Campbell,Bon Park,https://nextdoor.com/neighborhood/bonpark--campbell--ca/
CA,Santa Clara,Campbell,Campbell Community Center,https://nextdoor.com/neighborhood/cccng--campbell--ca/
CA,Santa Clara,Campbell,Campbell Shamrock,https://nextdoor.com/neighborhood/campbellshamrock--campbell--ca/
CA,Santa Clara,Campbell,Dell Ave,https://nextdoor.com/neighborhood/dellave--campbell--ca/
CA,Santa Clara,Campbell,Downtown Campbell,https://nextdoor.com/neighborhood/downtowncampbell--campbell--ca/
CA,Santa Clara,Campbell,Dry Creek,https://nextdoor.com/neighborhood/drycreek--campbell--ca/
CA,Santa Clara,Campbell,Hacienda,https://nextdoor.com/neighborhood/haciendacampbell--campbell--ca/
CA,Santa Clara,Campbell,Hamann Park,https://nextdoor.com/neighborhood/hamannpark--campbell--ca/
CA,Santa Clara,Campbell,Hazelwood,https://nextdoor.com/neighborhood/hazelwood--campbell--ca/
CA,Santa Clara,Campbell,McGlincy,https://nextdoor.com/neighborhood/mcglincy--campbell--ca/
CA,Santa Clara,Campbell,Morgan Park,https://nextdoor.com/neighborhood/morganpark--campbell--ca/
CA,Santa Clara,Campbell,Newport Apartments,https://nextdoor.com/neighborhood/newportapartments--campbell--ca/
CA,Santa Clara,Campbell,Pollard Road,https://nextdoor.com/neighborhood/pollardroadhoa--campbell--ca/
CA,Santa Clara,Campbell,Pruneridge Plaza,https://nextdoor.com/neighborhood/pruneridgeplaza--campbell--ca/
CA,Santa Clara,Campbell,Pruneyard,https://nextdoor.com/neighborhood/pruneyard--campbell--ca/
CA,Santa Clara,Campbell,Rolling Hills,https://nextdoor.com/neighborhood/rollinghillscampbell--campbell--ca/
CA,Santa Clara,Campbell,San Tomas,https://nextdoor.com/neighborhood/santomascampbell--campbell--ca/
CA,Santa Clara,Campbell,Sheffield Phantom,https://nextdoor.com/neighborhood/sheffieldphantom--campbell--ca/
CA,Santa Clara,Campbell,Timber Cove,https://nextdoor.com/neighborhood/timbercove--campbell--ca/
CA,Santa Clara,Campbell,Union Ave,https://nextdoor.com/neighborhood/unionave--campbell--ca/
CA,Santa Clara,Campbell,Vizcaya,https://nextdoor.com/neighborhood/vizcaya--campbell--ca/
CA,Santa Clara,Campbell,Westchester Park,https://nextdoor.com/neighborhood/westchesterpark--campbell--ca/
CA,Santa Clara,Campbell,White Oaks,https://nextdoor.com/neighborhood/whiteoaks--campbell--ca/
CA,Santa Clara,Los Altos,Almond-Edith-Jardin,https://nextdoor.com/neighborhood/almondedithjardin--los-altos--ca/
CA,Santa Clara,Los Altos,Cambridge Square Loop,https://nextdoor.com/neighborhood/cambridgesquareloop--los-altos--ca/
CA,Santa Clara,Los Altos,Covington,https://nextdoor.com/neighborhood/covington--los-altos--ca/
CA,Santa Clara,Los Altos,Egan,https://nextdoor.com/neighborhood/egan--los-altos--ca/
CA,Santa Clara,Los Altos,Foothill/Main,https://nextdoor.com/neighborhood/foothillmain--los-altos--ca/
CA,Santa Clara,Los Altos,Grant Park,https://nextdoor.com/neighborhood/grantpark--los-altos--ca/
CA,Santa Clara,Los Altos,Heritage Oaks Park,https://nextdoor.com/neighborhood/theheritageoaksparkneighborhood--los-altos--ca/
CA,Santa Clara,Los Altos,Hillview,https://nextdoor.com/neighborhood/hillviewneighbors--los-altos--ca/
CA,Santa Clara,Los Altos,Loyola Corners,https://nextdoor.com/neighborhood/loyolacornerslosaltos--los-altos--ca/
CA,Santa Clara,Los Altos,Marvin/Pepper,https://nextdoor.com/neighborhood/marvinpepper--los-altos--ca/
CA,Santa Clara,Los Altos,Middlebury/Edith/Cypress,https://nextdoor.com/neighborhood/middl--los-altos--ca/
CA,Santa Clara,Los Altos,Montabello Acres,https://nextdoor.com/neighborhood/montabelloacres--los-altos--ca/
CA,Santa Clara,Los Altos,North Los Altos,https://nextdoor.com/neighborhood/northlosaltos--los-altos--ca/
CA,Santa Clara,Los Altos,North Village,https://nextdoor.com/neighborhood/northvillageca--los-altos--ca/
CA,Santa Clara,Los Altos,Oak-Fremont,https://nextdoor.com/neighborhood/losaltosoak-fremont--los-altos--ca/
CA,Santa Clara,Los Altos,Peninsula Real,https://nextdoor.com/neighborhood/peninsulareal--los-altos--ca/
CA,Santa Clara,Los Altos,Portola-Dixon-VanBuren-Laverne,https://nextdoor.com/neighborhood/portolavanburen--los-altos--ca/
CA,Santa Clara,Los Altos,Santa Rita,https://nextdoor.com/neighborhood/santaritaneighbors--los-altos--ca/
CA,Santa Clara,Los Altos,South Clark,https://nextdoor.com/neighborhood/southclark--los-altos--ca/
CA,Santa Clara,Los Altos,South Triangle,https://nextdoor.com/neighborhood/southtriangle--los-altos--ca/
CA,Santa Clara,Los Altos,Spring - Berry,https://nextdoor.com/neighborhood/spring-cov-mir-berry--los-altos--ca/
CA,Santa Clara,Los Altos,Springwood,https://nextdoor.com/neighborhood/springwoodca--los-altos--ca/
CA,Santa Clara,Los Altos,Sunshine,https://nextdoor.com/neighborhood/sunshinelosaltos--los-altos--ca/
CA,Santa Clara,Los Altos,University/Madonna,https://nextdoor.com/neighborhood/universitymadonna--los-altos--ca/
CA,Santa Clara,Los Altos,Woodland Acres  -  The Highlands,https://nextdoor.com/neighborhood/woodlandacresthehighlands--los-altos--ca/
CA,Santa Clara,Saratoga,4th Street,https://nextdoor.com/neighborhood/4thstreetsaratoga--saratoga--ca/
CA,Santa Clara,Saratoga,Arroyo De Arguello,https://nextdoor.com/neighborhood/arroyodearguello--saratoga--ca/
CA,Santa Clara,Saratoga,Bellgrove,https://nextdoor.com/neighborhood/bellgrove--saratoga--ca/
CA,Santa Clara,Saratoga,Blossom View of Saratoga,https://nextdoor.com/neighborhood/blossomviewsaratoga--saratoga--ca/
CA,Santa Clara,Saratoga,Brookglen North,https://nextdoor.com/neighborhood/brookglennorth--saratoga--ca/
CA,Santa Clara,Saratoga,Brookview,https://nextdoor.com/neighborhood/brookviewhoa--saratoga--ca/
CA,Santa Clara,Saratoga,De Havilland Circle,https://nextdoor.com/neighborhood/dehavillandcircle--saratoga--ca/
CA,Santa Clara,Saratoga,El Quito,https://nextdoor.com/neighborhood/elquito--saratoga--ca/
CA,Santa Clara,Saratoga,Foothill,https://nextdoor.com/neighborhood/foothillsaratoga--saratoga--ca/
CA,Santa Clara,Saratoga,Gardiner Park,https://nextdoor.com/neighborhood/gardinerpark--saratoga--ca/
CA,Santa Clara,Saratoga,Greenbrier,https://nextdoor.com/neighborhood/greenbriersaratoga--saratoga--ca/
CA,Santa Clara,Saratoga,Horseshoe Drive Adjacent,https://nextdoor.com/neighborhood/horseshoedriveadjacent--saratoga--ca/
CA,Santa Clara,Saratoga,Montalvo,https://nextdoor.com/neighborhood/montalvo--saratoga--ca/
CA,Santa Clara,Saratoga,Mt Eden Road,https://nextdoor.com/neighborhood/mtedenroad--saratoga--ca/
CA,Santa Clara,Saratoga,Old Oak,https://nextdoor.com/neighborhood/oldak--saratoga--ca/
CA,Santa Clara,Saratoga,Parker Ranch,https://nextdoor.com/neighborhood/parkerranchhoa--saratoga--ca/
CA,Santa Clara,Saratoga,Prides Crossing,https://nextdoor.com/neighborhood/pridescrossingsaratoga--saratoga--ca/
CA,Santa Clara,Saratoga,Saratoga Heights,https://nextdoor.com/neighborhood/saratogaheightsca--saratoga--ca/
CA,Santa Clara,Saratoga,Saratoga High,https://nextdoor.com/neighborhood/saratogahigh--saratoga--ca/
CA,Santa Clara,Saratoga,Saratoga Hills,https://nextdoor.com/neighborhood/saratogahillsca--saratoga--ca/
CA,Santa Clara,Saratoga,Saratoga Oaks,https://nextdoor.com/neighborhood/saratogaoakshoa--saratoga--ca/
CA,Santa Clara,Saratoga,Saratoga Parkside,https://nextdoor.com/neighborhood/saratogaparkside--saratoga--ca/
CA,Santa Clara,Saratoga,Saratoga Sunnyvale,https://nextdoor.com/neighborhood/saratogasunnyvale--saratoga--ca/
CA,Santa Clara,Saratoga,Saratoga Village,https://nextdoor.com/neighborhood/saratogavillage--saratoga--ca/
CA,Santa Clara,Saratoga,Saratoga Woods,https://nextdoor.com/neighborhood/saratogawoods--saratoga--ca/
CA,Santa Clara,Saratoga,Shadow Oaks,https://nextdoor.com/neighborhood/shadowoakssaratoga--saratoga--ca/
CA,Santa Clara,Saratoga,Upper & Middle Bohlman Road,https://nextdoor.com/neighborhood/uppermiddlebohlmanroad--saratoga--ca/
CA,Santa Clara,Saratoga,Village Green,https://nextdoor.com/neighborhood/villagegreensca--saratoga--ca/
CA,Santa Clara,Saratoga,Vineyards of Saratoga,https://nextdoor.com/neighborhood/vineyardsofsaratoga--saratoga--ca/
CA,Santa Clara,Saratoga,West Valley,https://nextdoor.com/neighborhood/westvalley--saratoga--ca/
CA,Santa Clara,Stanford,Stanford Campus,https://nextdoor.com/neighborhood/stanfordcampus--stanford--ca/
CA,Santa Clara,Los Altos Hills,Aric Weston-Zone 32,https://nextdoor.com/neighborhood/aricwestonzone32--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Border Hill Rd-Zone 45,https://nextdoor.com/neighborhood/lahcfdz45--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Country Club-Zone 36,https://nextdoor.com/neighborhood/lahcfdz36--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Country Club-Zone 39,https://nextdoor.com/neighborhood/lahcfdz39--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Country Club-Zone 42,https://nextdoor.com/neighborhood/lahcfdz42--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,LAH Saddle Mountain-Zone 2,https://nextdoor.com/neighborhood/lahsaddlemountainz2--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills Town Hall Circle,https://nextdoor.com/neighborhood/losaltoshillstownhallcircle--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 10,https://nextdoor.com/neighborhood/lahcfdz10--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 11,https://nextdoor.com/neighborhood/lahcfdz11--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 12,https://nextdoor.com/neighborhood/lahcfdz12--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 13,https://nextdoor.com/neighborhood/lahcfdz13--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 14,https://nextdoor.com/neighborhood/lahcfdz14--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 15,https://nextdoor.com/neighborhood/lahcfdz15--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 16,https://nextdoor.com/neighborhood/lahcfdz16--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 17,https://nextdoor.com/neighborhood/lahcfdz17--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 18,https://nextdoor.com/neighborhood/lahcfdz18--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 19,https://nextdoor.com/neighborhood/lahcfdz19--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 21,https://nextdoor.com/neighborhood/lahcfdz21--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 22,https://nextdoor.com/neighborhood/lahcfdz22--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 24,https://nextdoor.com/neighborhood/lahcfdz24--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 3,https://nextdoor.com/neighborhood/lahcfdz3--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 4,https://nextdoor.com/neighborhood/lahcfdz4--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 5,https://nextdoor.com/neighborhood/lahcfdz5--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 6,https://nextdoor.com/neighborhood/lahcfdz6--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 7,https://nextdoor.com/neighborhood/lahcfdz7--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 8,https://nextdoor.com/neighborhood/lahcfdz8--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zone 9,https://nextdoor.com/neighborhood/lahcfdz9--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Los Altos Hills-Zones 20 & 56,https://nextdoor.com/neighborhood/lahcfdz2056--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Loyola/Country Club-Zone 37,https://nextdoor.com/neighborhood/lahcfdz37--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Loyola/Country Club-Zone 38,https://nextdoor.com/neighborhood/lahcfdz38--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Loyola/Country Club-Zone 40,https://nextdoor.com/neighborhood/lahcfdz40--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Loyola/Country Club-Zone 41,https://nextdoor.com/neighborhood/lahcfdz41--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Loyola/Country Club-Zone 43,https://nextdoor.com/neighborhood/lahcfdz43--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Magdalena/Summerhill,https://nextdoor.com/neighborhood/magdalenasummerhill--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Manuella-Miranda/Zones 33-34,https://nextdoor.com/neighborhood/lahcfdz33-34--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Page Mill Estates-Zone 1,https://nextdoor.com/neighborhood/pagemillestatesz1--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Robleda Creek - Zone 23,https://nextdoor.com/neighborhood/robledacreekzone23--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Robleda Creek-Zones 23/24/28,https://nextdoor.com/neighborhood/robledacreek--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,Upper Page Mill,https://nextdoor.com/neighborhood/upperpagemill--los-altos-hills--ca/
CA,Santa Clara,Los Altos Hills,West Mora Drive/Zones 47-48,https://nextdoor.com/neighborhood/westmoradrive--los-altos-hills--ca/
CA,Santa Clara,San Martin,Hayes Valley,https://nextdoor.com/neighborhood/hayesvalley--san-martin--ca/
CA,Santa Clara,San Martin,San Martin,https://nextdoor.com/neighborhood/sanmartin--san-martin--ca/
